Feature,LightGBM_Gain,XGBoost_Gain,CatBoost_Gain,Abs_Correlation,LGBM_Norm,XGB_Norm,CB_Norm,Corr_Norm,Tree_Score,NN_Score,Combined_Score
COUNT_TechSupport,27.111431884765626,0.0,0.0026706149615715663,0.4159827225056851,2.078344109417613e-05,0.0,0.000356997410469559,0.714635488484135,0.00012592695052124505,0.714635488484135,0.21447879541060538
GRP_InternetService_MonthlyCharges_median,0.0,0.003398062288761139,0.12804701562854529,0.4022938344255186,0.0,0.008988398378462737,0.01711682651955398,0.6911187299970305,0.00870174163267224,0.6911187299970305,0.2134268381419797
GRP_PaymentMethod_MonthlyCharges_std,4314.4915805339815,0.0015314896940253676,0.6353164660847403,0.37096350959825847,0.0033074601886200613,0.004051026235728205,0.08492663168765291,0.6372949513255746,0.030761706037333723,0.6372949513255746,0.21272167962380595
tenure_year,1.8560579299926758,0.00017377939511789008,0.0162005834604109,0.40905465629443594,1.422841509048342e-06,0.00045967327863708754,0.0021656309227217193,0.7027334509396339,0.0008755756809559517,0.7027334509396339,0.21143293825855933
GRP_SeniorCitizen_tenure_diff,1727.2177172899246,0.0007092859246768058,0.13079873299073597,0.3999536836750483,0.0013240734696968897,0.0018761705682433967,0.01748466538317965,0.6870984794332201,0.00689496980703998,0.6870984794332201,0.21095602269489402
is_first_year,0.0,0.0,0.5086513174306273,0.3782688332022289,0.0,0.0,0.06799452776517276,0.6498450963672037,0.02266484258839092,0.6498450963672037,0.21081891872203473
WoE_TechSupport,110.53384847640991,0.0005443248141091317,0.003008398287572055,0.39676750188169796,8.473450382430493e-05,0.0014398230110959178,0.0004021509703863385,0.6816247939672112,0.0006422361617688538,0.6816247939672112,0.20493700350340155
tenure_squared,380.4642270088196,0.0026082086842507124,0.22048170008785148,0.3783836831436482,0.00029166131409393887,0.006899113881976123,0.0294731352590678,0.6500424022636941,0.012221303485045952,0.6500424022636941,0.2035676331186404
inv_tenure,665.8698935985565,8.225341953220777e-05,0.33729024382409645,0.37062921258125503,0.0005104513759661411,0.0002175729695101776,0.04508764661117243,0.6367206473963007,0.015271890318882916,0.6367206473963007,0.20170651744210824
safe_loyal_contract,17.34520034790039,0.0006064452580176293,0.015879115648540654,0.3892219858051619,1.3296713771132029e-05,0.0016041411576888378,0.0021226583572121413,0.6686620114392745,0.0012466987428907037,0.6686620114392745,0.20147129255180585
GRP_PaymentMethod_tenure_mean,3969.9187975883483,0.00021697133779525758,0.3914525503753694,0.35295530988479373,0.0030433130138250992,0.0005739226226847049,0.0523278528790518,0.6063578524926396,0.018648362838520536,0.6063578524926396,0.19496120973475625
GRP_InternetService_tenure_diff,1086.6372349739074,0.0008191655739210546,0.1928118247256833,0.3595035639772286,0.0008330087861021091,0.002166819172408076,0.02577433404869168,0.6176073936607863,0.009591387335733954,0.6176073936607863,0.19199618923324965
PaperlessBilling,849.2849614620209,0.0024750922806560994,1.373436243498111,0.28510691544902367,0.0006510561317358523,0.006547000481885146,0.18359560978619385,0.48979803431459457,0.06359788879993829,0.48979803431459457,0.19145793245433518
is_new_high_charge,5.261714076995849,0.0005244100349955261,0.01803178344525995,0.36848859551748836,4.033594575102093e-06,0.001387145351570896,0.0024104186072250317,0.633043184756007,0.0012671991844570099,0.633043184756007,0.190799994855922
ORIG_prob_OnlineBackup,217.36143221855164,0.0006541316979564726,0.05932454304170974,0.3648886211799057,0.00016662781006408206,0.0017302791395729861,0.00793027394361534,0.6268586264075925,0.0032757269644174696,0.6268586264075925,0.19035059679737
GRP_PaymentMethod_tenure_median,2519.3326308727264,8.943580905906856e-05,0.034709486078494764,0.3638095938366593,0.0019313034277544478,0.00023657149657963273,0.004639828963386036,0.6250049166480047,0.0022692346292400387,0.6250049166480047,0.18908993923486944
GRP_Partner_tenure_diff,3011.185427594185,0.0006518805748783052,0.2090010506656074,0.3522625468815734,0.0023083544692160517,0.0017243245721442362,0.02793844674229333,0.6051677236713559,0.010657041927884539,0.6051677236713559,0.18901024645092593
CROSS_Partner_Contract,349.2666898727417,0.0005576160969212651,0.02793040379222785,0.3642501557442737,0.0002677454922329995,0.0014749805022553355,0.0037336276365825686,0.6257617778276208,0.0018254512103569678,0.6257617778276208,0.1890063491955361
OnlineSecurity,460.32841005325315,0.0012399325612932443,0.0998841206298668,0.3567855183745883,0.00035288465895058526,0.003279812692131249,0.013352120363658775,0.6129379404794982,0.005661605904913537,0.6129379404794982,0.18784450627728894
FREQ_OnlineBackup,175.79059348106384,0.00030428171157836914,0.0779350729903286,0.3580633329521462,0.00013475988505708304,0.0008048720154403067,0.010418057130156538,0.6151331557983575,0.0037858963435513093,0.6151331557983575,0.18719007417999317
COUNT_OnlineBackup,154.4513836622238,0.0004137508978601545,0.020284733041642418,0.3580633329521462,0.00011840139052417946,0.001094434881818946,0.0027115841377864562,0.6151331557983575,0.0013081401367098606,0.6151331557983575,0.18545564483520416
